,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
5395,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,2667
555,0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,3076
6563,1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2465
1485,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2208
5559,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,5445
1272,0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,47.05,2838
1411,0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3006
6864,1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,189
7109,0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,2823
1471,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076
6091,1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,4761
3095,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,1479
7401,0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2984
4490,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,4225
5118,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,2667
3504,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,5632
981,1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,194
6613,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,99.25,5289
2802,0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,19.9,4455
6868,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1274
1268,1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2590
4990,1,0,0,1,19,1,2,2,1,1,1,1,1,1,0,1,1,24.1,3726
268,1,0,0,0,26,0,1,0,0,0,2,2,0,0,0,0,2,35.75,44
654,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,1494
5519,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,3523
5562,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,1608
5841,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,2525
4307,1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1469
589,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,72
3555,0,0,1,1,67,1,2,1,2,0,2,2,2,2,1,1,2,109.4,5654
2580,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,6009
7529,1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,85.35,4131
4262,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,2632
4994,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,5666
5001,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,3,20.0,2389
3686,1,1,0,0,42,1,2,1,0,2,0,0,0,0,0,1,0,79.35,2902
4092,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2380
6707,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,1,1,40.1,2531
4742,1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,106.7,465
5288,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,3821
677,1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,5792
3340,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,3921
5230,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,3822
5676,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88
2845,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,834
4685,1,0,0,0,43,1,0,1,2,0,0,0,0,0,0,1,2,75.2,2778
7615,0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,199
3994,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,3556
3739,1,0,0,1,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2238
3647,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,3,49.25,1707
4877,0,1,0,0,6,0,1,0,0,0,0,0,2,2,0,1,2,44.4,2278
6732,0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,1784
2417,0,1,0,0,67,1,2,0,0,2,0,0,0,0,0,0,2,54.9,3208
1611,1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,235
4657,0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.2,826
2680,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,2155
7572,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2284
3941,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,5770
2498,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488
6601,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,3523
605,1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,5341
2963,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,3,19.35,2390
5570,0,0,1,0,55,1,2,1,0,0,2,0,0,0,0,1,2,77.75,3784
1468,1,0,1,1,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,2766
5738,1,0,0,1,28,1,0,1,2,0,0,0,0,0,0,1,0,74.9,1692
3615,0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,4427
4334,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362
3437,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,3906
3908,1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,734
3574,1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2322
2155,1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,5489
5306,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,3693
7451,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,38
2077,1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2176
7304,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1293
2653,0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,84.75,2452
5729,0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,3460
3892,1,0,1,0,33,1,0,1,0,0,2,0,2,2,1,1,2,95.8,2639
584,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,4302
6663,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162
3412,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,6170
3539,0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,4906
5832,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,5049
6032,0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,94.0,152
7511,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,5541
3127,1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,3771
5354,0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,2650
2354,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,50.95,418
3666,1,0,0,0,53,1,2,2,1,1,1,1,1,1,2,0,3,24.6,512
7493,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,4781
5485,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,5513
344,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,3477
7597,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,4364
4504,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,4744
4879,1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.9,954
7300,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,2921
3731,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,1489
6752,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4730
4535,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3186
7486,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,6337
90,0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2499
3927,0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3166
4104,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,24.15,901
4824,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,20.2,4566
3165,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,4250
2117,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,2505
7276,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4658
7577,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,3693
5844,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,3407
2860,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,49.9,4147
947,1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1579
2922,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,2906
3047,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5714
4119,1,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,1,95.7,1972
7380,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,2890
4503,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,1612
4509,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,2923
6634,1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626
3027,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,268
7133,1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,86.85,1006
5746,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1293
6724,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,811
4640,0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,66
5184,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,2707
5573,1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85,871
5458,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.1,6296
3480,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1709
5904,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,5205
7634,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4,1686
5227,0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2405
6920,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,6137
2826,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,511
3538,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,43
1710,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.55,6324
7094,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,4784
4570,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4135
1186,1,0,1,1,28,1,0,1,0,2,2,0,2,2,1,0,0,100.35,2424
5568,1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,6405
7290,0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,6425
5925,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,1608
7611,1,0,0,0,55,1,2,1,0,0,0,0,2,2,0,1,2,96.8,4418
151,0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,3788
915,0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,1170
1305,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,5541
7571,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,75.35,2933
7645,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3186
5185,1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,3606
6079,0,0,1,1,30,1,2,1,0,0,2,0,2,2,0,1,2,100.05,2647
1398,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,6379
183,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,4399
3262,1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1523
6317,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,2149
2862,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2284
471,0,0,1,1,32,1,0,0,2,2,2,2,0,2,0,0,0,76.3,2049
967,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,4421
209,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,6054
1961,1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,100.55,3665
896,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4005
5902,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4083
6211,0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,2377
6347,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,2799
1773,1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,3712
4071,1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,1,2,86.9,4185
2299,0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,1,85.55,6212
1209,0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,4838
4160,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,3602
4439,0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,6025
3765,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,2066
1251,0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1281
3534,0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,20.1,3657
7297,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1483
3018,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,5864
4687,1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,5757
5633,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,4400
292,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1175
2827,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,513
4031,1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650
5564,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.55,6324
3107,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,6239
272,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,3570
2042,1,1,1,0,34,1,0,1,2,0,0,2,2,0,1,0,3,90.15,2718
4195,1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,4659
7740,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816
3968,1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,2184
4267,0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,4921
1086,1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,2765
4844,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,5406
5553,0,0,1,1,62,1,0,1,0,2,2,0,2,2,0,1,2,100.15,5078
4273,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249
7544,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,2149
2589,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,5962
3353,0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,54.55,1870
6341,0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,5835
6719,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3068
3164,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,44.65,2802
2809,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6181
2650,0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.3,4862
3817,1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,59.45,3092
613,1,0,1,1,8,1,2,2,1,1,1,1,1,1,1,0,3,24.4,1662
3038,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2138
6227,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488
3196,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1729
4343,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554
4550,1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,3,89.8,3947
1748,1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2442
7020,0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,3204
3002,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,6327
2478,1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,596
4862,0,0,1,1,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25,4267
6459,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,4205
3428,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,307
2154,1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1883
1344,1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,39
7523,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,46.0,1844
5848,1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,6511
4250,0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,3558
952,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2175
2574,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,74.95,926
1504,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,20.15,549
4355,1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,1,20.0,674
7738,1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,3459
3473,0,0,1,0,59,1,0,1,0,2,0,2,2,2,2,1,3,100.05,4937
1121,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,5988
4397,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,2008
4010,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,3658
4487,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652
5842,1,0,1,1,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4073
6909,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,6343
2892,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,6381
416,0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,86
4603,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,225
2431,0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,441
564,1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55,2613
1224,1,0,1,0,50,1,2,1,0,2,0,0,2,2,1,1,2,98.25,4096
142,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1122
1490,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,911
2758,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173
3085,0,0,0,0,66,1,2,1,2,2,2,2,0,2,0,1,0,103.1,5263
2004,0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,3469
1194,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,202
5008,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,1197
4113,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,1775
1756,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,5379
497,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45,3978
2722,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,1,3,55.75,2315
7606,0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,3116
4610,1,0,0,0,32,1,2,1,0,0,0,0,0,2,0,1,0,85.65,2318
721,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,964
5668,1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418
4215,0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,1873
1496,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542
5382,1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1465
1520,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,4595
6870,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,0,3,74.05,6271
3245,1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.7,4265
4923,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,5845
3203,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,592
7633,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,6060
108,0,0,0,1,2,1,2,1,0,0,0,0,2,2,0,1,0,94.2,1531
1754,0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,1,0,83.65,4737
5460,0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,112
1351,0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2060
7543,1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1038
4982,1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,3855
5247,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0
1973,0,0,1,1,32,1,0,0,2,2,2,2,0,2,2,0,3,73.6,1951
336,0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2364
5481,0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3411
3443,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.3,6042
2858,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,22
4600,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,4142
3400,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,1475
724,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,4717
765,0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,2870
7039,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,1983
4707,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.55,6086
4375,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695
307,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.9,4498
1278,0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,6523
3721,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,5455
3543,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,5496
7449,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3011
6856,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,89.8,245
7054,1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.8,4536
1791,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,4387
6639,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,4558
7505,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542
5484,1,0,1,1,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1,2461
2053,0,0,0,0,15,1,0,1,0,2,0,0,2,0,0,1,0,83.2,254
2966,1,0,1,1,68,1,0,1,0,2,2,2,2,2,1,0,1,105.75,5680
6433,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,419
71,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694
5755,1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,554
5958,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,2314
5480,0,0,0,0,31,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2433
5201,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2,6016
1260,0,0,0,0,30,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2285
1666,0,0,0,0,3,1,0,0,2,2,0,2,0,2,2,0,3,71.1,1751
3185,0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,582
3824,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,0,3,74.05,6271
6093,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,5512
5599,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,2011
2167,1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,5591
7596,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,5777
2533,0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,104.4,5162
1695,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,4681
1095,0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,4483
5861,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,3740
5700,1,0,1,1,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,4425
3548,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,3895
1630,1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,1394
4767,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,1397
1881,1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4,2637
5021,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,5628
5219,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,434
1612,0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,5931
978,0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,632
